date,Jackson,Jasper,Adams,Clay,Kemper,Tunica,Hinds,Jones,Lee,Madison,Pearl River
2020-03-09,16,0,6,0,1,2,8,,12,15,4
2020-03-10,21,1,5,2,5,7,6,,17,15,3
2020-03-11,19,0,7,3,5,1,7,,16,12,6
2020-03-12,17,0,7,6,4,11,4,,9,17,8
2020-03-13,17,3,2,3,0,4,10,,18,17,1
2020-03-14,28,3,3,2,3,3,10,,21,16,4
2020-03-15,15,1,3,4,1,2,7,,16,7,2
2020-03-16,18,7,5,2,0,1,2,,9,20,4
2020-03-17,8,0,3,1,1,2,3,,4,16,6
2020-03-18,10,0,4,4,1,1,4,,4,19,1
2020-03-19,11,0,5,0,0,0,5,3,5,8,5
2020-03-20,15,1,2,1,4,0,5,7,6,7,2
2020-03-21,6,1,2,1,0,0,12,0,3,3,0
2020-03-22,5,1,1,0,1,0,6,2,3,3,2
2020-03-23,9,0,2,0,1,2,4,0,8,6,1
2020-03-24,7,0,4,0,0,1,6,2,3,6,1
2020-03-25,10,0,5,1,0,0,3,8,7,4,2
2020-03-26,10,1,0,4,2,0,5,3,4,8,0
2020-03-27,7,0,1,2,0,1,2,3,5,8,1
2020-03-28,10,2,0,1,1,0,1,3,7,0,0
2020-03-29,10,4,0,0,2,1,6,3,4,6,3
2020-03-30,4,0,1,1,1,1,5,3,3,3,3
2020-03-31,7,0,2,1,1,1,5,2,0,10,3
2020-04-01,7,1,3,0,1,2,4,1,1,5,2
2020-04-02,18,1,1,1,1,1,4,4,6,7,8
2020-04-03,4,0,1,0,2,0,6,3,3,5,5
2020-04-04,7,1,2,3,1,5,3,1,1,3,2
2020-04-05,7,3,0,2,0,0,1,1,1,5,2
2020-04-06,5,1,0,0,0,0,3,3,5,2,2
2020-04-07,6,0,1,1,2,0,5,3,3,2,3
2020-04-08,8,1,3,2,1,0,3,2,4,3,0
2020-04-09,3,1,3,1,1,0,5,1,3,9,2
2020-04-10,3,0,1,1,1,0,7,3,1,6,1
2020-04-11,7,0,0,0,1,1,8,3,2,5,2
2020-04-12,8,1,1,1,0,0,5,1,2,1,4
2020-04-13,11,2,2,2,0,0,7,4,3,2,0
2020-04-14,8,1,3,1,1,0,5,1,7,4,0
2020-04-15,9,0,0,0,0,1,6,4,9,2,1
2020-04-16,13,2,0,0,0,0,4,1,4,3,5
2020-04-17,7,0,1,0,2,1,5,8,6,4,3
2020-04-18,4,0,1,0,0,0,6,2,10,5,2
2020-04-19,10,0,2,0,0,1,10,4,6,2,4
2020-04-20,8,3,0,0,1,1,4,3,8,6,3
2020-04-21,14,1,2,1,0,0,5,5,10,3,5
2020-04-22,7,2,2,1,2,0,3,7,9,8,2
2020-04-23,8,2,1,1,1,0,4,6,7,13,3
2020-04-24,9,3,1,0,1,3,4,7,6,2,6
2020-04-25,5,2,3,0,0,0,5,1,7,3,3
2020-04-26,9,1,2,0,0,0,5,4,4,0,0
2020-04-27,10,2,0,1,0,0,4,14,2,1,7
2020-04-28,12,4,0,1,0,0,10,4,3,3,1
2020-04-29,11,0,5,0,0,0,6,3,12,7,3
2020-04-30,11,3,2,0,6,0,4,8,12,3,3
2020-05-01,13,1,1,0,0,2,6,7,3,1,5
2020-05-02,14,0,3,0,0,0,4,2,10,6,0
2020-05-03,11,0,0,0,0,0,9,6,9,2,3
2020-05-04,9,4,3,0,1,0,6,8,5,5,16
2020-05-05,14,2,2,0,0,1,5,5,11,7,7
2020-05-06,11,0,5,0,1,0,10,3,12,7,4
2020-05-07,13,0,3,0,0,0,9,8,12,0,8
2020-05-08,14,0,6,0,1,0,6,3,9,9,5
2020-05-09,4,0,0,0,0,0,9,1,16,3,2
2020-05-10,6,0,1,0,0,0,6,7,18,3,3
2020-05-11,5,1,3,0,0,0,3,9,6,5,4
2020-05-12,21,0,2,0,3,1,10,10,13,8,4
2020-05-13,12,2,2,0,1,0,4,7,10,4,6
2020-05-14,21,0,0,0,0,1,5,7,12,7,1
2020-05-15,5,3,3,0,1,0,8,11,9,4,9
2020-05-16,15,0,1,0,0,0,15,3,15,5,7
2020-05-17,12,2,2,0,0,0,9,6,11,17,0
2020-05-18,12,0,2,0,2,1,3,9,9,9,3
2020-05-19,14,1,2,0,2,4,1,7,11,4,4
2020-05-20,26,1,10,1,1,0,7,6,16,6,4
2020-05-21,15,1,9,0,2,3,5,9,11,6,16
2020-05-22,18,0,4,0,1,2,7,5,7,6,15
2020-05-23,18,0,1,0,0,2,6,10,11,4,0
2020-05-24,17,0,0,0,0,1,4,13,9,1,3
2020-05-25,19,0,2,0,1,0,8,8,7,3,4
2020-05-26,28,1,6,0,2,5,6,6,13,0,4
2020-05-27,20,0,4,0,1,0,5,5,10,11,4
2020-05-28,19,1,6,0,3,2,9,4,7,10,6
2020-05-29,22,0,0,0,1,1,5,15,11,16,1
2020-05-30,26,0,0,0,0,0,3,3,16,10,1
2020-05-31,13,0,1,0,0,3,5,11,9,12,3
2020-06-01,16,1,2,0,2,3,2,10,6,6,2
2020-06-02,14,1,1,0,0,0,6,7,19,11,5
2020-06-03,17,1,3,0,1,1,4,5,8,12,3
2020-06-04,19,0,3,0,0,1,9,12,9,4,3
2020-06-05,18,2,1,0,1,2,7,11,9,8,3
2020-06-06,14,0,1,0,1,2,7,4,3,5,2
2020-06-07,8,0,1,0,0,1,6,3,8,5,0
2020-06-08,7,1,1,0,2,3,3,5,6,8,1
2020-06-09,11,0,2,3,2,2,4,7,8,10,0
2020-06-10,14,1,4,0,0,1,6,5,9,5,4
2020-06-11,14,0,0,0,3,1,7,4,6,4,6
2020-06-12,18,0,0,1,22,0,5,6,10,8,0
2020-06-13,21,1,0,0,1,3,6,13,11,9,2
2020-06-14,17,2,0,0,0,2,7,14,16,6,1
2020-06-15,14,4,5,1,22,1,1,7,14,10,7
2020-06-16,9,0,1,0,19,2,0,0,9,6,2
2020-06-17,15,2,3,0,0,2,11,3,12,5,5
2020-06-18,16,0,5,6,3,5,6,13,4,10,6
2020-06-19,21,0,3,0,2,3,9,7,9,23,7
2020-06-20,10,0,1,1,0,4,4,9,5,6,3
2020-06-21,23,2,2,0,1,0,4,6,11,4,6
2020-06-22,18,3,2,1,0,1,1,3,6,18,4
2020-06-23,16,2,5,0,2,4,1,8,11,6,8
2020-06-24,17,2,5,0,0,2,13,10,13,7,2
2020-06-25,18,1,7,3,5,1,3,5,6,6,4
2020-06-26,14,0,2,2,2,1,8,13,7,6,6
2020-06-27,14,1,0,0,3,1,5,12,8,7,1
2020-06-28,11,0,0,1,0,2,0,9,10,8,1
2020-06-29,20,1,1,1,3,4,6,7,6,5,3
2020-06-30,17,0,4,0,2,2,5,4,10,6,7
2020-07-01,13,0,4,0,2,1,6,8,10,4,1
2020-07-02,11,0,3,0,3,0,6,10,6,4,5
2020-07-03,13,1,4,1,3,4,6,9,5,6,6
2020-07-04,23,1,4,1,0,0,3,7,14,7,4
2020-07-05,17,1,2,0,2,0,11,6,9,9,0
2020-07-06,14,1,4,0,1,0,5,5,3,9,5
2020-07-07,17,0,4,2,17,0,2,5,9,12,4
2020-07-08,17,2,0,0,1,2,10,5,12,11,4
2020-07-09,19,2,1,2,1,0,9,6,13,6,2
2020-07-10,23,3,5,1,1,6,3,6,12,9,3
2020-07-11,11,0,10,0,1,0,11,11,7,5,0
2020-07-12,14,4,5,1,3,4,5,5,10,16,3
2020-07-13,15,2,2,0,3,1,9,6,16,9,4
2020-07-14,19,2,6,0,0,0,3,6,5,4,8
2020-07-15,14,1,8,0,2,6,4,4,7,10,3
2020-07-16,18,2,0,1,3,5,5,6,9,11,4
2020-07-17,11,0,1,1,3,1,4,11,12,13,13
2020-07-18,14,0,6,1,4,0,7,1,9,7,4
2020-07-19,18,0,3,0,3,2,7,5,6,3,2
2020-07-20,10,0,4,1,7,5,8,7,8,8,3
2020-07-21,15,0,3,0,0,1,2,12,6,22,1
2020-07-22,11,1,1,1,1,1,13,4,3,16,5
2020-07-23,10,7,1,1,2,3,2,7,11,18,4
2020-07-24,10,0,0,1,3,1,4,6,5,8,6
2020-07-25,11,0,0,0,2,1,6,7,11,8,1
2020-07-26,16,1,2,0,2,2,6,7,10,11,0
2020-07-27,17,0,1,2,5,0,3,3,6,7,6
2020-07-28,15,2,0,2,1,0,5,6,7,9,5
2020-07-29,17,2,0,6,2,5,2,6,13,13,9
2020-07-30,18,1,3,2,1,1,6,9,12,2,6
2020-07-31,13,0,0,1,1,6,6,8,10,18,8
2020-08-01,13,2,0,0,4,1,6,6,8,10,7
2020-08-02,11,2,1,1,2,2,6,10,6,12,4
2020-08-03,17,2,3,2,5,0,7,6,3,4,3
2020-08-04,16,2,0,1,0,2,3,8,13,11,13
2020-08-05,18,2,0,1,3,1,11,4,1,8,9
2020-08-06,19,2,2,3,1,1,4,6,8,10,5
2020-08-07,20,1,0,0,0,2,3,10,13,12,7
2020-08-08,20,3,3,0,2,1,10,10,7,7,8
2020-08-09,12,1,1,1,4,2,5,13,6,6,9
2020-08-10,19,4,1,1,2,1,4,6,9,8,6
2020-08-11,16,0,2,0,4,0,9,6,5,6,9
2020-08-12,16,1,0,0,0,2,12,5,16,7,9
2020-08-13,16,3,1,1,4,3,7,11,9,6,3
2020-08-14,11,0,2,0,3,3,17,6,11,10,7
2020-08-15,13,5,2,2,2,5,4,5,13,3,1
2020-08-16,9,2,0,0,3,4,18,6,3,1,2
2020-08-17,14,2,0,2,1,1,8,6,8,11,5
2020-08-18,20,0,2,0,1,2,9,9,18,14,20
2020-08-19,12,2,2,1,1,3,2,6,16,6,7
2020-08-20,10,3,2,3,11,5,6,7,19,8,4
2020-08-21,16,9,5,3,0,1,10,9,13,7,5
2020-08-22,15,0,2,3,2,0,11,17,7,8,4
2020-08-23,10,0,5,1,0,0,14,8,4,8,6
